,data,data_dados,confirmados,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,confirmados_novos,recuperados,obitos,internados,internados_uci,vigilancia,confirmados_0_9_f,confirmados_0_9_m,confirmados_10_19_f,confirmados_10_19_m,confirmados_20_29_f,confirmados_20_29_m,confirmados_30_39_f,confirmados_30_39_m,confirmados_40_49_f,confirmados_40_49_m,confirmados_50_59_f,confirmados_50_59_m,confirmados_60_69_f,confirmados_60_69_m,confirmados_70_79_f,confirmados_70_79_m,confirmados_80_plus_f,confirmados_80_plus_m,confirmados_f,confirmados_m,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,obitos_0_9_f,obitos_0_9_m,obitos_10_19_f,obitos_10_19_m,obitos_20_29_f,obitos_20_29_m,obitos_30_39_f,obitos_30_39_m,obitos_40_49_f,obitos_40_49_m,obitos_50_59_f,obitos_50_59_m,obitos_60_69_f,obitos_60_69_m,obitos_70_79_f,obitos_70_79_m,obitos_80_plus_f,obitos_80_plus_m,obitos_f,obitos_m,ativos,internados_enfermaria,month,day,year,time
124,29-06-2020,2020-06-29 00:00:00,41912,17501,4100,18977,477,615,150,92,266,27205,1568,489.0,71.0,31310.0,564.0,653.0,920.0,791.0,3288.0,2814.0,3527.0,3150.0,3902.0,3080.0,3835.0,2755.0,2298.0,2016.0,1605.0,1419.0,3563.0,1704.0,23515.0,18397.0,817,248,468,5,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,97.0,120.0,182.0,595.0,456.0,786.0,782.0,13139.0,418.0,6,29,2020,00:00:00
125,30-06-2020,2020-06-30 00:00:00,42171,17521,4110,19195,484,618,150,93,259,27505,1576,491.0,73.0,31414.0,572.0,661.0,928.0,798.0,3315.0,2839.0,3554.0,3172.0,3919.0,3096.0,3851.0,2771.0,2313.0,2029.0,1613.0,1428.0,3569.0,1714.0,23647.0,18524.0,818,248,473,7,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,98.0,121.0,183.0,598.0,458.0,790.0,786.0,13090.0,418.0,6,30,2020,00:00:00
126,01-07-2020,2020-01-07 00:00:00,42523,17585,4121,19452,491,632,150,92,352,27798,1579,503.0,79.0,31389.0,573.0,674.0,941.0,804.0,3355.0,2875.0,3598.0,3206.0,3936.0,3126.0,3870.0,2791.0,2328.0,2053.0,1619.0,1439.0,3582.0,1719.0,23817.0,18706.0,819,248,475,7,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,15.0,35.0,46.0,98.0,121.0,183.0,600.0,459.0,792.0,787.0,13146.0,424.0,1,7,2020,00:00:00
127,02-07-2020,2020-02-07 00:00:00,42901,17624,4121,19775,499,639,151,92,378,28097,1587,510.0,77.0,31274.0,581.0,690.0,955.0,819.0,3389.0,2909.0,3640.0,3242.0,3966.0,3152.0,3893.0,2809.0,2349.0,2067.0,1635.0,1447.0,3602.0,1722.0,24025.0,18876.0,819,249,480,9,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,16.0,35.0,46.0,98.0,121.0,185.0,603.0,460.0,797.0,790.0,13217.0,433.0,2,7,2020,00:00:00
128,03-07-2020,2020-03-07 00:00:00,43356,17664,4137,20156,507,649,151,92,455,28424,1598,495.0,72.0,31433.0,598.0,700.0,964.0,837.0,3431.0,2943.0,3680.0,3276.0,4005.0,3192.0,3922.0,2827.0,2372.0,2092.0,1646.0,1458.0,3648.0,1731.0,24281.0,19075.0,819,248,491,10,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,15.0,37.0,46.0,99.0,122.0,187.0,605.0,464.0,799.0,799.0,13334.0,423.0,3,7,2020,00:00:00
129,04-07-2020,2020-04-07 00:00:00,43769,17723,4157,20473,520,653,151,92,413,28772,1605,489.0,73.0,31486.0,606.0,718.0,986.0,851.0,3475.0,2982.0,3709.0,3307.0,4037.0,3224.0,3961.0,2840.0,2391.0,2109.0,1660.0,1469.0,3667.0,1742.0,24508.0,19261.0,819,248,498,10,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,37.0,46.0,100.0,122.0,187.0,608.0,466.0,803.0,802.0,13392.0,416.0,4,7,2020,00:00:00
130,05-07-2020,2020-05-07 00:00:00,44097,17748,4189,20727,527,662,151,93,328,29017,1614,504.0,73.0,31457.0,622.0,742.0,993.0,865.0,3508.0,3011.0,3747.0,3335.0,4068.0,3235.0,3971.0,2860.0,2405.0,2120.0,1668.0,1474.0,3685.0,1752.0,24684.0,19413.0,819,248,504,13,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,37.0,46.0,100.0,123.0,187.0,615.0,467.0,811.0,803.0,13466.0,431.0,5,7,2020,00:00:00
131,06-07-2020,2020-06-07 00:00:00,44329,17766,4195,20922,539,663,151,93,232,29166,1620,513.0,74.0,31485.0,625.0,751.0,1001.0,872.0,3538.0,3033.0,3761.0,3350.0,4082.0,3255.0,3986.0,2879.0,2417.0,2129.0,1676.0,1483.0,3697.0,1757.0,24800.0,19529.0,820,248,507,15,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,38.0,46.0,102.0,123.0,187.0,616.0,469.0,812.0,808.0,13543.0,439.0,6,7,2020,00:00:00
132,07-07-2020,2020-07-07 00:00:00,44616,17823,4211,21129,544,663,151,95,287,29445,1629,511.0,76.0,33134.0,634.0,761.0,1008.0,881.0,3565.0,3057.0,3794.0,3369.0,4109.0,3279.0,4005.0,2893.0,2429.0,2142.0,1683.0,1493.0,3715.0,1762.0,24959.0,19657.0,821,248,513,17,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,15.0,38.0,46.0,102.0,125.0,189.0,618.0,472.0,816.0,813.0,13542.0,435.0,7,7,2020,00:00:00
133,08-07-2020,2020-08-07 00:00:00,45059,17900,4232,21456,551,676,149,95,443,29714,1631,512.0,74.0,33225.0,641.0,777.0,1014.0,895.0,3622.0,3092.0,3837.0,3420.0,4136.0,3307.0,4048.0,2918.0,2445.0,2156.0,1700.0,1503.0,3732.0,1779.0,25191.0,19868.0,821,248,514,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,16.0,38.0,46.0,102.0,125.0,190.0,618.0,472.0,817.0,814.0,13714.0,438.0,8,7,2020,00:00:00
134,09-07-2020,2020-09-07 00:00:00,45477,17957,4245,21784,562,683,151,95,418,30049,1644,487.0,73.0,34102.0,654.0,781.0,1034.0,907.0,3667.0,3122.0,3870.0,3459.0,4177.0,3332.0,4082.0,2943.0,2459.0,2181.0,1722.0,1517.0,3745.0,1788.0,25426.0,20051.0,821,248,527,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,17.0,38.0,46.0,102.0,125.0,190.0,625.0,477.0,825.0,819.0,13784.0,414.0,9,7,2020,00:00:00
135,10-07-2020,2020-10-07 00:00:00,45879,18001,4254,22126,562,688,153,95,402,30350,1646,471.0,66.0,34082.0,661.0,794.0,1055.0,923.0,3708.0,3169.0,3911.0,3497.0,4212.0,3356.0,4106.0,2975.0,2477.0,2194.0,1730.0,1525.0,3754.0,1795.0,25630.0,20249.0,821,250,527,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,17.0,38.0,46.0,102.0,125.0,190.0,626.0,478.0,826.0,820.0,13883.0,405.0,10,7,2020,00:00:00
136,11-07-2020,2020-11-07 00:00:00,46221,18068,4255,22385,570,695,153,95,342,30655,1654,459.0,68.0,34303.0,676.0,802.0,1068.0,938.0,3737.0,3200.0,3940.0,3538.0,4244.0,3380.0,4129.0,2997.0,2492.0,2198.0,1738.0,1534.0,3770.0,1802.0,25811.0,20410.0,821,250,535,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,17.0,38.0,47.0,102.0,125.0,193.0,627.0,481.0,828.0,826.0,13912.0,391.0,11,7,2020,00:00:00
137,12-07-2020,2020-12-07 00:00:00,46512,18109,4267,22611,572,704,152,97,291,30907,1660,462.0,64.0,34512.0,690.0,809.0,1080.0,947.0,3758.0,3219.0,3958.0,3573.0,4269.0,3402.0,4133.0,3022.0,2509.0,2218.0,1749.0,1540.0,3781.0,1807.0,25946.0,20566.0,822,250,540,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,126.0,194.0,627.0,484.0,830.0,830.0,13945.0,398.0,12,7,2020,00:00:00
138,13-07-2020,2020-07-13 00:00:00,46818,18142,4276,22865,576,708,152,99,306,31065,1662,467.0,63.0,34301.0,702.0,822.0,1084.0,959.0,3785.0,3255.0,3983.0,3604.0,4284.0,3428.0,4151.0,3047.0,2524.0,2235.0,1757.0,1548.0,3791.0,1811.0,26080.0,20738.0,823,250,541,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,126.0,195.0,627.0,484.0,831.0,831.0,14091.0,404.0,7,13,2020,00:00:00
139,14-07-2020,2020-07-14 00:00:00,47051,18184,4297,23008,586,725,152,99,233,31550,1668,472.0,69.0,34641.0,707.0,827.0,1090.0,964.0,3813.0,3284.0,3996.0,3627.0,4303.0,3455.0,4168.0,3060.0,2534.0,2248.0,1762.0,1553.0,3798.0,1813.0,26191.0,20860.0,823,250,547,18,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,196.0,630.0,484.0,836.0,832.0,13833.0,403.0,7,14,2020,00:00:00
140,15-07-2020,2020-07-15 00:00:00,47426,18215,4319,23296,596,750,151,99,375,32110,1676,478.0,68.0,35316.0,715.0,843.0,1105.0,975.0,3833.0,3320.0,4036.0,3659.0,4345.0,3494.0,4191.0,3084.0,2548.0,2259.0,1770.0,1567.0,3802.0,1824.0,26366.0,21060.0,826,251,550,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,196.0,636.0,486.0,842.0,834.0,13640.0,410.0,7,15,2020,00:00:00
141,16-07-2020,2020-07-16 00:00:00,47765,18253,4330,23570,605,757,151,99,339,32476,1679,476.0,72.0,34898.0,727.0,853.0,1122.0,984.0,3861.0,3353.0,4076.0,3691.0,4376.0,3520.0,4212.0,3103.0,2555.0,2273.0,1779.0,1579.0,3815.0,1828.0,26546.0,21219.0,826,251,553,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,197.0,637.0,487.0,843.0,836.0,13610.0,404.0,7,16,2020,00:00:00
142,17-07-2020,2020-07-17 00:00:00,48077,18293,4340,23806,623,764,152,99,312,32790,1682,447.0,67.0,35150.0,735.0,869.0,1129.0,995.0,3904.0,3376.0,4112.0,3715.0,4406.0,3539.0,4233.0,3123.0,2567.0,2282.0,1788.0,1586.0,3821.0,1833.0,26719.0,21358.0,827,251,555,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,197.0,639.0,488.0,845.0,837.0,13605.0,380.0,7,17,2020,00:00:00
143,18-07-2020,2020-07-18 00:00:00,48390,18328,4354,24047,627,780,153,101,313,33153,1684,452.0,65.0,35113.0,744.0,883.0,1139.0,1004.0,3938.0,3403.0,4141.0,3733.0,4437.0,3561.0,4254.0,3143.0,2585.0,2296.0,1797.0,1596.0,3835.0,1837.0,26894.0,21496.0,827,251,557,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,197.0,640.0,489.0,846.0,838.0,13553.0,387.0,7,18,2020,00:00:00
144,19-07-2020,2020-07-19 00:00:00,48636,18338,4357,24261,630,790,158,102,246,33369,1689,439.0,61.0,35081.0,755.0,891.0,1148.0,1014.0,3968.0,3410.0,4159.0,3760.0,4464.0,3578.0,4269.0,3165.0,2593.0,2308.0,1805.0,1602.0,3843.0,1840.0,27028.0,21608.0,827,251,562,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,198.0,642.0,491.0,848.0,841.0,13578.0,378.0,7,19,2020,00:00:00
145,20-07-2020,2020-07-20 00:00:00,48771,18356,4361,24369,635,790,158,102,135,33547,1691,454.0,61.0,35073.0,756.0,898.0,1152.0,1018.0,3979.0,3423.0,4175.0,3768.0,4473.0,3589.0,4276.0,3174.0,2601.0,2316.0,1809.0,1605.0,3849.0,1846.0,27094.0,21677.0,827,251,564,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,102.0,128.0,198.0,643.0,492.0,849.0,842.0,13533.0,393.0,7,20,2020,00:00:00
146,21-07-2020,2020-07-21 00:00:00,48898,18372,4367,24470,636,792,159,102,127,33769,1697,439.0,62.0,35077.0,758.0,902.0,1155.0,1021.0,3995.0,3434.0,4191.0,3777.0,4482.0,3595.0,4282.0,3184.0,2607.0,2325.0,1815.0,1608.0,3855.0,1848.0,27164.0,21734.0,827,251,570,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,103.0,128.0,199.0,647.0,492.0,853.0,844.0,13432.0,377.0,7,21,2020,00:00:00
147,22-07-2020,2020-07-22 00:00:00,49150,18390,4379,24685,639,796,159,102,252,33999,1702,439.0,59.0,35040.0,770.0,912.0,1172.0,1028.0,4024.0,3447.0,4214.0,3798.0,4507.0,3618.0,4291.0,3198.0,2616.0,2335.0,1827.0,1618.0,3858.0,1852.0,27303.0,21847.0,827,252,574,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,128.0,199.0,648.0,495.0,854.0,848.0,13449.0,380.0,7,22,2020,00:00:00
148,23-07-2020,2020-07-23 00:00:00,49379,18415,4387,24857,653,806,159,102,229,34369,1705,431.0,59.0,34966.0,773.0,922.0,1183.0,1036.0,4043.0,3471.0,4234.0,3811.0,4525.0,3645.0,4299.0,3216.0,2623.0,2345.0,1837.0,1626.0,3867.0,1856.0,27409.0,21970.0,828,252,576,19,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,128.0,199.0,649.0,497.0,855.0,850.0,13305.0,372.0,7,23,2020,00:00:00
149,24-07-2020,2020-07-24 00:00:00,49692,18441,4392,25110,667,817,160,105,313,34687,1712,420.0,52.0,34870.0,784.0,929.0,1195.0,1048.0,4072.0,3496.0,4259.0,3851.0,4551.0,3668.0,4312.0,3237.0,2633.0,2366.0,1842.0,1632.0,3889.0,1861.0,27563.0,22129.0,828,252,582,20,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,129.0,201.0,651.0,499.0,858.0,854.0,13293.0,368.0,7,24,2020,00:00:00
150,25-07-2020,2020-07-25 00:00:00,49955,18487,4401,25293,671,838,160,105,263,35010,1716,410.0,50.0,34980.0,791.0,936.0,1203.0,1060.0,4096.0,3521.0,4280.0,3887.0,4573.0,3690.0,4329.0,3249.0,2645.0,2380.0,1850.0,1640.0,3893.0,1865.0,27686.0,22269.0,828,252,585,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,129.0,202.0,653.0,500.0,860.0,856.0,13229.0,360.0,7,25,2020,00:00:00
151,26-07-2020,2020-07-26 00:00:00,50164,18503,4407,25448,688,853,160,105,209,35217,1717,403.0,48.0,35157.0,800.0,949.0,1207.0,1063.0,4117.0,3543.0,4292.0,3907.0,4588.0,3706.0,4345.0,3265.0,2656.0,2385.0,1857.0,1643.0,3905.0,1868.0,27793.0,22371.0,828,252,586,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,129.0,203.0,653.0,500.0,860.0,857.0,13230.0,355.0,7,26,2020,00:00:00
152,27-07-2020,2020-07-27 00:00:00,50299,18525,4411,25549,691,853,165,105,135,35375,1719,414.0,45.0,35120.0,804.0,949.0,1213.0,1068.0,4131.0,3551.0,4305.0,3922.0,4601.0,3720.0,4356.0,3272.0,2667.0,2386.0,1858.0,1647.0,3912.0,1869.0,27873.0,22426.0,828,252,588,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,104.0,129.0,203.0,654.0,501.0,861.0,858.0,13205.0,369.0,7,27,2020,00:00:00
153,28-07-2020,2020-07-28 00:00:00,50410,18549,4422,25617,697,853,167,105,111,35626,1722,402.0,41.0,35335.0,808.0,953.0,1216.0,1070.0,4144.0,3560.0,4312.0,3924.0,4607.0,3726.0,4364.0,3278.0,2677.0,2393.0,1860.0,1653.0,3914.0,1879.0,27930.0,22480.0,828,252,591,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,105.0,130.0,203.0,655.0,501.0,863.0,859.0,13062.0,361.0,7,28,2020,00:00:00
154,29-07-2020,2020-07-29 00:00:00,50613,18585,4429,25763,706,858,167,105,203,35875,1725,403.0,43.0,35339.0,821.0,962.0,1222.0,1073.0,4168.0,3586.0,4324.0,3934.0,4628.0,3742.0,4384.0,3294.0,2678.0,2402.0,1865.0,1657.0,3917.0,1882.0,28037.0,22576.0,828,252,594,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,105.0,130.0,203.0,657.0,502.0,865.0,860.0,13013.0,360.0,7,29,2020,00:00:00
155,30-07-2020,2020-07-30 00:00:00,50868,18626,4435,25939,717,878,167,106,255,36140,1727,403.0,42.0,35741.0,830.0,966.0,1227.0,1079.0,4187.0,3606.0,4356.0,3956.0,4657.0,3771.0,4404.0,3305.0,2690.0,2412.0,1870.0,1664.0,3925.0,1889.0,28176.0,22692.0,828,252,596,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,10.0,17.0,38.0,48.0,105.0,130.0,204.0,657.0,503.0,865.0,862.0,13001.0,361.0,7,30,2020,00:00:00
156,31-07-2020,2020-07-31 00:00:00,51072,18675,4439,26067,734,883,168,106,204,36483,1735,381.0,41.0,35757.0,838.0,977.0,1236.0,1088.0,4196.0,3623.0,4379.0,3959.0,4679.0,3792.0,4413.0,3322.0,2700.0,2419.0,1877.0,1671.0,3935.0,1892.0,28285.0,22787.0,828,252,604,21,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,38.0,48.0,106.0,130.0,207.0,659.0,504.0,868.0,867.0,12854.0,340.0,7,31,2020,00:00:00
157,01-08-2020,2020-01-08 00:00:00,51310,18742,4449,26231,736,879,167,106,238,36783,1737,375.0,40.0,35661.0,850.0,989.0,1249.0,1094.0,4211.0,3640.0,4397.0,3978.0,4698.0,3809.0,4426.0,3336.0,2716.0,2426.0,1882.0,1679.0,3952.0,1902.0,28413.0,22897.0,828,252,605,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,38.0,48.0,106.0,130.0,207.0,660.0,505.0,869.0,868.0,12790.0,335.0,1,8,2020,00:00:00
158,02-08-2020,2020-02-08 00:00:00,51463,18780,4455,26323,743,887,167,108,153,36984,1738,378.0,41.0,36148.0,856.0,999.0,1257.0,1104.0,4224.0,3653.0,4412.0,3993.0,4705.0,3819.0,4436.0,3345.0,2723.0,2427.0,1886.0,1681.0,3962.0,1905.0,28493.0,22970.0,828,252,606,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,38.0,48.0,107.0,130.0,207.0,660.0,505.0,869.0,869.0,12741.0,337.0,2,8,2020,00:00:00
159,03-08-2020,2020-03-08 00:00:00,51569,18797,4465,26389,745,892,168,113,106,37111,1738,390.0,42.0,36481.0,864.0,1000.0,1260.0,1106.0,4228.0,3664.0,4425.0,4002.0,4715.0,3827.0,4440.0,3353.0,2729.0,2431.0,1893.0,1686.0,3964.0,1906.0,28550.0,23019.0,828,252,606,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,38.0,48.0,107.0,130.0,207.0,660.0,505.0,869.0,869.0,12720.0,348.0,3,8,2020,00:00:00
160,04-08-2020,2020-04-08 00:00:00,51681,18816,4475,26457,746,901,169,117,112,37318,1739,401.0,44.0,36946.0,868.0,1003.0,1263.0,1112.0,4236.0,3671.0,4433.0,4011.0,4726.0,3838.0,4444.0,3357.0,2735.0,2442.0,1896.0,1690.0,3968.0,1910.0,28602.0,23079.0,829,252,606,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,38.0,48.0,107.0,131.0,207.0,660.0,505.0,870.0,869.0,12624.0,357.0,4,8,2020,00:00:00
161,05-08-2020,2020-05-08 00:00:00,51848,18854,4478,26573,753,902,170,118,167,37565,1740,384.0,41.0,37369.0,873.0,1010.0,1270.0,1121.0,4244.0,3685.0,4445.0,4026.0,4737.0,3852.0,4457.0,3372.0,2744.0,2453.0,1900.0,1696.0,3973.0,1912.0,28676.0,23172.0,829,252,607,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,39.0,48.0,107.0,131.0,207.0,660.0,505.0,870.0,870.0,12543.0,343.0,5,8,2020,00:00:00
162,06-08-2020,2020-06-08 00:00:00,52061,18891,4494,26720,762,905,170,119,213,37840,1743,369.0,42.0,37783.0,880.0,1013.0,1282.0,1128.0,4264.0,3703.0,4467.0,4041.0,4753.0,3861.0,4473.0,3387.0,2754.0,2460.0,1911.0,1701.0,3985.0,1920.0,28802.0,23259.0,831,252,608,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,107.0,131.0,208.0,660.0,506.0,870.0,873.0,12478.0,327.0,6,8,2020,00:00:00
163,07-08-2020,2020-07-08 00:00:00,52351,18952,4508,26928,761,911,170,121,290,38087,1746,356.0,36.0,37729.0,885.0,1016.0,1289.0,1141.0,4290.0,3729.0,4499.0,4061.0,4772.0,3874.0,4495.0,3400.0,2767.0,2469.0,1926.0,1712.0,4012.0,1936.0,28968.0,23383.0,831,252,611,22,15,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,107.0,133.0,208.0,660.0,507.0,872.0,874.0,12518.0,320.0,7,8,2020,00:00:00
164,08-08-2020,2020-08-08 00:00:00,52537,19001,4513,27041,762,926,172,122,186,38364,1750,357.0,33.0,37579.0,895.0,1022.0,1306.0,1145.0,4303.0,3746.0,4509.0,4078.0,4786.0,3893.0,4502.0,3412.0,2778.0,2482.0,1929.0,1717.0,4015.0,1941.0,29056.0,23481.0,831,253,613,22,16,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,108.0,134.0,209.0,660.0,508.0,873.0,877.0,12423.0,324.0,8,8,2020,00:00:00
165,09-08-2020,2020-09-08 00:00:00,52668,19049,4514,27110,764,929,179,123,131,38511,1756,366.0,33.0,37496.0,898.0,1024.0,1309.0,1152.0,4316.0,3757.0,4521.0,4087.0,4800.0,3900.0,4514.0,3423.0,2782.0,2490.0,1938.0,1723.0,4015.0,1941.0,29126.0,23542.0,832,253,617,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,108.0,134.0,211.0,661.0,511.0,874.0,882.0,12401.0,333.0,9,8,2020,00:00:00
166,10-08-2020,2020-10-08 00:00:00,52825,19094,4520,27209,767,931,181,123,157,38600,1759,374.0,29.0,37810.0,904.0,1030.0,1313.0,1156.0,4335.0,3773.0,4534.0,4097.0,4818.0,3913.0,4524.0,3437.0,2790.0,2495.0,1941.0,1726.0,4019.0,1942.0,29211.0,23614.0,832,253,620,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,109.0,134.0,211.0,661.0,513.0,874.0,885.0,12466.0,345.0,10,8,2020,00:00:00
167,11-08-2020,2020-11-08 00:00:00,52945,19128,4526,27281,770,934,183,123,120,38760,1761,365.0,35.0,37767.0,906.0,1033.0,1315.0,1159.0,4343.0,3789.0,4546.0,4114.0,4824.0,3924.0,4527.0,3444.0,2796.0,2497.0,1941.0,1731.0,4029.0,1948.0,29260.0,23685.0,834,253,620,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,109.0,134.0,211.0,661.0,515.0,874.0,887.0,12424.0,330.0,11,8,2020,00:00:00
168,12-08-2020,2020-12-08 00:00:00,53223,19217,4538,27441,780,938,184,125,278,38940,1764,367.0,40.0,36377.0,915.0,1040.0,1326.0,1166.0,4377.0,3811.0,4570.0,4140.0,4839.0,3946.0,4545.0,3459.0,2808.0,2510.0,1946.0,1743.0,4047.0,1959.0,29406.0,23817.0,836,253,621,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,109.0,134.0,211.0,664.0,515.0,877.0,887.0,12519.0,327.0,12,8,2020,00:00:00
169,13-08-2020,2020-08-13 00:00:00,53548,19301,4560,27645,786,946,184,126,325,39177,1770,358.0,39.0,36530.0,917.0,1044.0,1341.0,1174.0,4404.0,3836.0,4590.0,4170.0,4860.0,3971.0,4572.0,3480.0,2824.0,2524.0,1958.0,1754.0,4081.0,1972.0,29580.0,23968.0,838,253,625,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,48.0,109.0,135.0,212.0,666.0,517.0,880.0,890.0,12601.0,319.0,8,13,2020,00:00:00
170,14-08-2020,2020-08-14 00:00:00,53783,19353,4568,27794,799,957,184,128,235,39374,1772,348.0,41.0,36345.0,927.0,1059.0,1346.0,1187.0,4434.0,3873.0,4616.0,4187.0,4878.0,3987.0,4583.0,3490.0,2830.0,2534.0,1961.0,1757.0,4083.0,1976.0,29690.0,24093.0,838,253,627,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,49.0,109.0,135.0,212.0,666.0,518.0,881.0,891.0,12637.0,307.0,8,14,2020,00:00:00
171,15-08-2020,2020-08-15 00:00:00,53981,19419,4584,27888,812,965,184,129,198,39585,1775,320.0,37.0,36268.0,929.0,1069.0,1354.0,1195.0,4457.0,3888.0,4632.0,4200.0,4897.0,4017.0,4594.0,3503.0,2836.0,2542.0,1966.0,1759.0,4088.0,1979.0,29785.0,24196.0,839,253,629,22,17,15,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,10.0,17.0,40.0,49.0,109.0,135.0,212.0,668.0,519.0,883.0,892.0,12621.0,283.0,8,15,2020,00:00:00
