,data,data_dados,confirmados,confirmados_novos,recuperados,obitos,internados,internados_uci,vigilancia,confirmados_0_9_f,confirmados_0_9_m,confirmados_10_19_f,confirmados_10_19_m,confirmados_20_29_f,confirmados_20_29_m,confirmados_30_39_f,confirmados_30_39_m,confirmados_40_49_f,confirmados_40_49_m,confirmados_50_59_f,confirmados_50_59_m,confirmados_60_69_f,confirmados_60_69_m,confirmados_70_79_f,confirmados_70_79_m,confirmados_80_plus_f,confirmados_80_plus_m,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,obitos_0_9_f,obitos_0_9_m,obitos_10_19_f,obitos_10_19_m,obitos_20_29_f,obitos_20_29_m,obitos_30_39_f,obitos_30_39_m,obitos_40_49_f,obitos_40_49_m,obitos_50_59_f,obitos_50_59_m,obitos_60_69_f,obitos_60_69_m,obitos_70_79_f,obitos_70_79_m,obitos_80_plus_f,obitos_80_plus_m,obitos_f,obitos_m,month,day,year,time,ars,confirmados_regiao,coordinates,lat,lon
0,26-02-2020,2020-02-26 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,26,2020,00:00:00,confirmados_arsnorte,0,"[41.55032, -8.42005]",41.55032,-8.42005
1,27-02-2020,2020-02-27 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,27,2020,00:00:00,confirmados_arsnorte,0,"[41.55032, -8.42005]",41.55032,-8.42005
2,28-02-2020,2020-02-28 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,28,2020,00:00:00,confirmados_arsnorte,0,"[41.55032, -8.42005]",41.55032,-8.42005
3,29-02-2020,2020-02-29 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,29,2020,00:00:00,confirmados_arsnorte,0,"[41.55032, -8.42005]",41.55032,-8.42005
4,01-03-2020,2020-01-03 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,2020,00:00:00,confirmados_arsnorte,0,"[41.55032, -8.42005]",41.55032,-8.42005
5,02-03-2020,2020-02-03 00:00:00,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,2020,00:00:00,confirmados_arsnorte,2,"[41.55032, -8.42005]",41.55032,-8.42005
6,03-03-2020,2020-03-03 16:00:00,4,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,3,2020,16:00:00,confirmados_arsnorte,2,"[41.55032, -8.42005]",41.55032,-8.42005
7,04-03-2020,2020-04-03 17:00:00,6,2,0,0,,,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,2020,17:00:00,confirmados_arsnorte,3,"[41.55032, -8.42005]",41.55032,-8.42005
8,05-03-2020,2020-05-03 17:00:00,9,3,0,0,9.0,,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,3,2020,17:00:00,confirmados_arsnorte,5,"[41.55032, -8.42005]",41.55032,-8.42005
9,06-03-2020,2020-06-03 17:00:00,13,4,0,0,13.0,,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,6,3,2020,17:00:00,confirmados_arsnorte,8,"[41.55032, -8.42005]",41.55032,-8.42005
10,07-03-2020,2020-07-03 17:00:00,21,8,0,0,21.0,,412.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,3,2020,17:00:00,confirmados_arsnorte,15,"[41.55032, -8.42005]",41.55032,-8.42005
11,08-03-2020,2020-08-03 17:30:00,30,9,0,0,30.0,,447.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,3,2020,17:30:00,confirmados_arsnorte,22,"[41.55032, -8.42005]",41.55032,-8.42005
12,09-03-2020,2020-09-03 18:45:00,39,9,0,0,38.0,,496.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,7.0,7.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9,3,2020,18:45:00,confirmados_arsnorte,27,"[41.55032, -8.42005]",41.55032,-8.42005
13,10-03-2020,2020-10-03 10:00:00,41,2,0,0,40.0,,667.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,7.0,7.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10,3,2020,10:00:00,confirmados_arsnorte,27,"[41.55032, -8.42005]",41.55032,-8.42005
14,11-03-2020,2020-11-03 00:00:00,59,18,0,0,57.0,,3066.0,0.0,1.0,6.0,5.0,1.0,3.0,5.0,4.0,9.0,7.0,1.0,4.0,1.0,5.0,3.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11,3,2020,00:00:00,confirmados_arsnorte,36,"[41.55032, -8.42005]",41.55032,-8.42005
15,12-03-2020,2020-12-03 00:00:00,78,19,0,0,69.0,,4923.0,0.0,1.0,7.0,5.0,1.0,6.0,6.0,8.0,10.0,11.0,1.0,8.0,1.0,6.0,3.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,12,3,2020,00:00:00,confirmados_arsnorte,44,"[41.55032, -8.42005]",41.55032,-8.42005
16,13-03-2020,2020-03-13 00:00:00,112,34,0,0,107.0,,5674.0,0.0,1.0,10.0,5.0,3.0,8.0,9.0,15.0,14.0,14.0,2.0,12.0,3.0,8.0,3.0,3.0,0.0,2.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,13,2020,00:00:00,confirmados_arsnorte,53,"[41.55032, -8.42005]",41.55032,-8.42005
17,14-03-2020,2020-03-14 00:00:00,169,57,1,0,114.0,10.0,5011.0,0.0,1.0,13.0,6.0,7.0,12.0,17.0,20.0,19.0,22.0,5.0,21.0,3.0,9.0,4.0,7.0,1.0,2.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,14,2020,00:00:00,confirmados_arsnorte,77,"[41.55032, -8.42005]",41.55032,-8.42005
18,15-03-2020,2020-03-15 00:00:00,245,76,2,0,139.0,9.0,4592.0,0.0,1.0,17.0,8.0,12.0,16.0,25.0,30.0,27.0,26.0,16.0,27.0,6.0,12.0,5.0,12.0,3.0,2.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,15,2020,00:00:00,confirmados_arsnorte,103,"[41.55032, -8.42005]",41.55032,-8.42005
19,16-03-2020,2020-03-16 00:00:00,331,86,3,0,139.0,18.0,4592.0,2.0,1.0,17.0,10.0,17.0,21.0,30.0,35.0,32.0,36.0,21.0,31.0,11.0,26.0,10.0,18.0,8.0,4.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,16,2020,00:00:00,confirmados_arsnorte,138,"[41.55032, -8.42005]",41.55032,-8.42005
20,17-03-2020,2020-03-17 00:00:00,448,117,3,1,206.0,17.0,6852.0,2.0,1.0,19.0,13.0,21.0,34.0,37.0,51.0,47.0,46.0,32.0,41.0,18.0,34.0,13.0,22.0,12.0,5.0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,17,2020,00:00:00,confirmados_arsnorte,196,"[41.55032, -8.42005]",41.55032,-8.42005
21,18-03-2020,2020-03-18 00:00:00,642,194,3,1,89.0,20.0,6656.0,13.0,3.0,21.0,15.0,42.0,45.0,55.0,62.0,75.0,63.0,50.0,42.0,49.0,28.0,32.0,17.0,11.0,19.0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,18,2020,00:00:00,confirmados_arsnorte,289,"[41.55032, -8.42005]",41.55032,-8.42005
22,19-03-2020,2020-03-19 00:00:00,785,143,3,3,89.0,20.0,8091.0,14.0,3.0,22.0,17.0,51.0,51.0,75.0,71.0,89.0,78.0,60.0,61.0,35.0,61.0,23.0,36.0,21.0,17.0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,19,2020,00:00:00,confirmados_arsnorte,381,"[41.55032, -8.42005]",41.55032,-8.42005
23,20-03-2020,2020-03-20 00:00:00,1020,235,5,6,126.0,26.0,9008.0,14.0,4.0,23.0,21.0,65.0,61.0,92.0,95.0,106.0,90.0,90.0,84.0,53.0,79.0,35.0,55.0,27.0,25.0,1,2,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,3,20,2020,00:00:00,confirmados_arsnorte,506,"[41.55032, -8.42005]",41.55032,-8.42005
24,21-03-2020,2020-03-21 00:00:00,1280,260,5,12,156.0,35.0,13155.0,14.0,4.0,27.0,22.0,89.0,68.0,118.0,116.0,133.0,109.0,113.0,101.0,75.0,105.0,42.0,71.0,38.0,35.0,4,4,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,3,21,2020,00:00:00,confirmados_arsnorte,644,"[41.55032, -8.42005]",41.55032,-8.42005
25,22-03-2020,2020-03-22 00:00:00,1600,320,5,14,169.0,41.0,12562.0,17.0,6.0,31.0,26.0,105.0,82.0,148.0,140.0,173.0,141.0,154.0,128.0,91.0,122.0,51.0,90.0,51.0,44.0,5,4,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,3,22,2020,00:00:00,confirmados_arsnorte,825,"[41.55032, -8.42005]",41.55032,-8.42005
26,23-03-2020,2020-03-23 00:00:00,2060,460,14,23,201.0,47.0,11842.0,18.0,7.0,36.0,30.0,140.0,100.0,181.0,166.0,226.0,178.0,194.0,167.0,127.0,167.0,73.0,107.0,85.0,58.0,9,5,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,3,23,2020,00:00:00,confirmados_arsnorte,1007,"[41.55032, -8.42005]",41.55032,-8.42005
27,24-03-2020,2020-03-24 00:00:00,2362,302,22,33,203.0,48.0,11842.0,18.0,7.0,35.0,30.0,145.0,133.0,206.0,188.0,224.0,224.0,215.0,208.0,190.0,158.0,106.0,107.0,95.0,73.0,14,6,12,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,9.0,12.0,10.0,23.0,3,24,2020,00:00:00,confirmados_arsnorte,1130,"[41.55032, -8.42005]",41.55032,-8.42005
28,25-03-2020,2020-03-25 00:00:00,2995,633,22,43,276.0,61.0,13624.0,21.0,13.0,42.0,35.0,191.0,157.0,260.0,230.0,279.0,272.0,283.0,252.0,226.0,198.0,134.0,142.0,150.0,110.0,20,10,12,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,7.0,12.0,13.0,13.0,30.0,3,25,2020,00:00:00,confirmados_arsnorte,1517,"[41.55032, -8.42005]",41.55032,-8.42005
29,26-03-2020,2020-03-26 00:00:00,3544,549,43,60,191.0,61.0,14994.0,29.0,14.0,51.0,49.0,234.0,166.0,310.0,268.0,367.0,304.0,360.0,277.0,229.0,255.0,133.0,184.0,186.0,128.0,28,13,18,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,14.0,17.0,16.0,19.0,41.0,3,26,2020,00:00:00,confirmados_arsnorte,1858,"[41.55032, -8.42005]",41.55032,-8.42005
30,27-03-2020,2020-03-27 00:00:00,4268,724,43,76,354.0,71.0,19816.0,30.0,19.0,54.0,50.0,254.0,179.0,364.0,307.0,462.0,359.0,429.0,346.0,294.0,319.0,179.0,236.0,222.0,161.0,33,18,24,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,9.0,4.0,14.0,20.0,23.0,27.0,49.0,3,27,2020,00:00:00,confirmados_arsnorte,2443,"[41.55032, -8.42005]",41.55032,-8.42005
31,28-03-2020,2020-03-28 00:00:00,5170,902,43,100,418.0,89.0,19927.0,34.0,22.0,67.0,56.0,302.0,216.0,439.0,362.0,568.0,434.0,533.0,398.0,359.0,377.0,224.0,286.0,285.0,208.0,44,28,27,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,13.0,4.0,17.0,27.0,31.0,35.0,65.0,3,28,2020,00:00:00,confirmados_arsnorte,3035,"[41.55032, -8.42005]",41.55032,-8.42005
32,29-03-2020,2020-03-29 00:00:00,5962,792,43,119,486.0,138.0,17785.0,40.0,24.0,75.0,63.0,347.0,241.0,495.0,407.0,664.0,482.0,615.0,469.0,412.0,438.0,275.0,336.0,334.0,245.0,61,28,28,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,14.0,7.0,20.0,32.0,38.0,43.0,76.0,3,29,2020,00:00:00,confirmados_arsnorte,3550,"[41.55032, -8.42005]",41.55032,-8.42005
33,30-03-2020,2020-03-30 00:00:00,6408,446,43,140,571.0,164.0,11482.0,41.0,30.0,83.0,66.0,373.0,264.0,529.0,436.0,700.0,510.0,647.0,503.0,443.0,458.0,308.0,360.0,388.0,269.0,74,34,30,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,15.0,8.0,23.0,40.0,45.0,52.0,88.0,3,30,2020,00:00:00,confirmados_arsnorte,3801,"[41.55032, -8.42005]",41.55032,-8.42005
34,31-03-2020,2020-03-31 00:00:00,7443,1035,43,160,627.0,188.0,19260.0,50.0,44.0,104.0,80.0,437.0,318.0,610.0,505.0,798.0,585.0,773.0,573.0,513.0,515.0,342.0,416.0,462.0,318.0,83,40,35,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,16.0,13.0,25.0,47.0,50.0,64.0,96.0,3,31,2020,00:00:00,confirmados_arsnorte,4452,"[41.55032, -8.42005]",41.55032,-8.42005
35,01-04-2020,2020-01-04 00:00:00,8251,808,43,187,726.0,230.0,20275.0,55.0,49.0,116.0,89.0,470.0,355.0,677.0,543.0,879.0,641.0,840.0,636.0,569.0,564.0,378.0,455.0,554.0,381.0,95,52,38,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,16.0,14.0,27.0,58.0,62.0,76.0,111.0,1,4,2020,00:00:00,confirmados_arsnorte,4910,"[41.55032, -8.42005]",41.55032,-8.42005
36,02-04-2020,2020-02-04 00:00:00,9034,783,68,209,1042.0,240.0,21798.0,63.0,52.0,122.0,97.0,506.0,390.0,735.0,593.0,970.0,681.0,929.0,701.0,622.0,605.0,402.0,490.0,641.0,435.0,107,55,44,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,16.0,15.0,30.0,63.0,73.0,84.0,125.0,2,4,2020,00:00:00,confirmados_arsnorte,5338,"[41.55032, -8.42005]",41.55032,-8.42005
37,03-04-2020,2020-03-04 00:00:00,9886,852,68,246,1058.0,245.0,22556.0,65.0,68.0,132.0,104.0,580.0,425.0,825.0,648.0,1093.0,734.0,1025.0,761.0,679.0,646.0,420.0,525.0,690.0,466.0,130,61,51,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,3.0,18.0,23.0,35.0,73.0,83.0,103.0,143.0,3,4,2020,00:00:00,confirmados_arsnorte,5899,"[41.55032, -8.42005]",41.55032,-8.42005
38,04-04-2020,2020-04-04 00:00:00,10524,638,75,266,1075.0,251.0,22858.0,74.0,76.0,137.0,115.0,632.0,450.0,877.0,690.0,1157.0,771.0,1095.0,813.0,723.0,673.0,450.0,549.0,747.0,495.0,141,66,54,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,4.0,20.0,22.0,38.0,86.0,84.0,117.0,149.0,4,4,2020,00:00:00,confirmados_arsnorte,6280,"[41.55032, -8.42005]",41.55032,-8.42005
39,05-04-2020,2020-05-04 00:00:00,11278,754,75,295,1084.0,267.0,23209.0,81.0,81.0,153.0,123.0,692.0,487.0,933.0,738.0,1232.0,826.0,1170.0,863.0,777.0,714.0,479.0,580.0,817.0,532.0,158,72,58,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,6.0,21.0,24.0,42.0,92.0,98.0,127.0,168.0,5,4,2020,00:00:00,confirmados_arsnorte,6530,"[41.55032, -8.42005]",41.55032,-8.42005
40,06-04-2020,2020-06-04 00:00:00,11730,452,140,311,1099.0,270.0,23470.0,87.0,87.0,155.0,130.0,708.0,507.0,963.0,768.0,1269.0,860.0,1217.0,883.0,802.0,733.0,503.0,599.0,897.0,562.0,168,76,60,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,7.0,22.0,26.0,45.0,99.0,100.0,137.0,174.0,6,4,2020,00:00:00,confirmados_arsnorte,6706,"[41.55032, -8.42005]",41.55032,-8.42005
41,07-04-2020,2020-07-04 00:00:00,12442,712,184,345,1180.0,271.0,25070.0,87.0,92.0,166.0,140.0,756.0,538.0,1021.0,797.0,1338.0,901.0,1296.0,920.0,845.0,769.0,530.0,629.0,1012.0,605.0,186,88,64,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,10.0,25.0,28.0,50.0,114.0,105.0,157.0,188.0,7,4,2020,00:00:00,confirmados_arsnorte,7052,"[41.55032, -8.42005]",41.55032,-8.42005
42,08-04-2020,2020-08-04 00:00:00,13141,699,196,380,1211.0,245.0,24481.0,95.0,97.0,175.0,148.0,796.0,567.0,1093.0,831.0,1423.0,957.0,1386.0,966.0,896.0,814.0,568.0,658.0,1052.0,619.0,208,96,68,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,8.0,12.0,26.0,34.0,53.0,125.0,116.0,176.0,204.0,8,4,2020,00:00:00,confirmados_arsnorte,7386,"[41.55032, -8.42005]",41.55032,-8.42005
43,09-04-2020,2020-09-04 00:00:00,13956,815,205,409,1173.0,241.0,24708.0,101.0,105.0,190.0,161.0,846.0,598.0,1141.0,872.0,1483.0,1000.0,1452.0,1005.0,938.0,842.0,608.0,676.0,1235.0,703.0,224,104,72,0,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,8.0,12.0,30.0,34.0,54.0,139.0,126.0,190.0,219.0,9,4,2020,00:00:00,confirmados_arsnorte,8102,"[41.55032, -8.42005]",41.55032,-8.42005
44,10-04-2020,2020-10-04 00:00:00,15472,1516,233,435,1179.0,226.0,25914.0,119.0,126.0,214.0,186.0,959.0,649.0,1261.0,954.0,1641.0,1094.0,1619.0,1093.0,1035.0,924.0,682.0,724.0,1415.0,777.0,240,107,78,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,12.0,31.0,35.0,57.0,151.0,133.0,203.0,232.0,10,4,2020,00:00:00,confirmados_arsnorte,8897,"[41.55032, -8.42005]",41.55032,-8.42005
45,11-04-2020,2020-11-04 00:00:00,15987,515,266,470,1175.0,233.0,25432.0,132.0,133.0,224.0,191.0,982.0,657.0,1290.0,966.0,1701.0,1116.0,1665.0,1127.0,1065.0,945.0,714.0,746.0,1517.0,816.0,258,113,87,0,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,13.0,13.0,35.0,38.0,62.0,161.0,141.0,218.0,252.0,11,4,2020,00:00:00,confirmados_arsnorte,9264,"[41.55032, -8.42005]",41.55032,-8.42005
46,12-04-2020,2020-12-04 00:00:00,16585,598,277,504,1177.0,228.0,25041.0,147.0,136.0,229.0,201.0,1030.0,681.0,1329.0,995.0,1752.0,1143.0,1728.0,1163.0,1101.0,972.0,750.0,767.0,1616.0,845.0,280,120,91,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,13.0,13.0,35.0,40.0,68.0,180.0,147.0,240.0,264.0,12,4,2020,00:00:00,confirmados_arsnorte,9747,"[41.55032, -8.42005]",41.55032,-8.42005
47,13-04-2020,2020-04-13 00:00:00,16934,349,277,535,1187.0,188.0,26989.0,147.0,137.0,229.0,206.0,1059.0,704.0,1362.0,1010.0,1773.0,1159.0,1762.0,1180.0,1120.0,986.0,781.0,784.0,1676.0,859.0,303,123,96,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,13.0,16.0,37.0,43.0,68.0,194.0,154.0,262.0,273.0,4,13,2020,00:00:00,confirmados_arsnorte,9984,"[41.55032, -8.42005]",41.55032,-8.42005
48,14-04-2020,2020-04-14 00:00:00,17448,514,347,567,1227.0,218.0,23265.0,147.0,143.0,241.0,210.0,1094.0,726.0,1397.0,1025.0,1829.0,1176.0,1817.0,1211.0,1173.0,995.0,824.0,802.0,1754.0,884.0,321,131,102,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,13.0,17.0,39.0,45.0,71.0,208.0,162.0,280.0,287.0,4,14,2020,00:00:00,confirmados_arsnorte,10302,"[41.55032, -8.42005]",41.55032,-8.42005
49,15-04-2020,2020-04-15 00:00:00,18091,643,383,599,1200.0,208.0,26144.0,153.0,151.0,250.0,220.0,1144.0,754.0,1457.0,1049.0,1903.0,1221.0,1890.0,1243.0,1212.0,1030.0,840.0,833.0,1821.0,920.0,339,136,111,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,13.0,19.0,39.0,49.0,76.0,218.0,173.0,296.0,303.0,4,15,2020,00:00:00,confirmados_arsnorte,10751,"[41.55032, -8.42005]",41.55032,-8.42005
50,16-04-2020,2020-04-16 00:00:00,18841,750,493,629,1302.0,229.0,26065.0,164.0,157.0,259.0,226.0,1205.0,789.0,1530.0,1094.0,1982.0,1285.0,1977.0,1302.0,1251.0,1068.0,867.0,848.0,1887.0,950.0,355,146,115,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,13.0,19.0,40.0,52.0,79.0,230.0,183.0,311.0,318.0,4,16,2020,00:00:00,confirmados_arsnorte,11237,"[41.55032, -8.42005]",41.55032,-8.42005
51,17-04-2020,2020-04-17 00:00:00,19022,181,519,657,1284.0,222.0,25456.0,165.0,157.0,261.0,226.0,1217.0,796.0,1543.0,1106.0,1997.0,1299.0,1996.0,1310.0,1264.0,1077.0,880.0,851.0,1917.0,960.0,377,148,119,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,13.0,19.0,42.0,54.0,83.0,240.0,193.0,323.0,334.0,4,17,2020,00:00:00,confirmados_arsnorte,11324,"[41.55032, -8.42005]",41.55032,-8.42005
52,18-04-2020,2020-04-18 00:00:00,19685,663,610,687,1253.0,228.0,25456.0,171.0,157.0,277.0,231.0,1269.0,828.0,1601.0,1150.0,2056.0,1332.0,2073.0,1349.0,1300.0,1107.0,909.0,876.0,1999.0,1000.0,393,157,124,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,14.0,21.0,43.0,58.0,87.0,250.0,201.0,339.0,348.0,4,18,2020,00:00:00,confirmados_arsnorte,11762,"[41.55032, -8.42005]",41.55032,-8.42005
53,19-04-2020,2020-04-19 00:00:00,20206,521,610,714,1243.0,224.0,27947.0,181.0,164.0,290.0,246.0,1293.0,856.0,1650.0,1181.0,2112.0,1361.0,2133.0,1377.0,1321.0,1123.0,935.0,891.0,2062.0,1030.0,409,164,126,0,10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,15.0,22.0,43.0,63.0,88.0,261.0,209.0,356.0,358.0,4,19,2020,00:00:00,confirmados_arsnorte,12148,"[41.55032, -8.42005]",41.55032,-8.42005
54,20-04-2020,2020-04-20 00:00:00,20863,657,610,735,1208.0,215.0,30805.0,189.0,170.0,319.0,262.0,1367.0,933.0,1694.0,1237.0,2181.0,1417.0,2191.0,1391.0,1332.0,1171.0,972.0,905.0,2091.0,1041.0,424,164,130,0,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,15.0,22.0,43.0,66.0,89.0,269.0,218.0,367.0,368.0,4,20,2020,00:00:00,confirmados_arsnorte,12543,"[41.55032, -8.42005]",41.55032,-8.42005
55,21-04-2020,2020-04-21 00:00:00,21379,516,917,762,1172.0,213.0,30646.0,189.0,170.0,321.0,266.0,1390.0,988.0,1713.0,1271.0,2202.0,1418.0,2231.0,1439.0,1384.0,1173.0,978.0,927.0,2222.0,1097.0,441,171,133,0,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,15.0,22.0,45.0,68.0,91.0,282.0,225.0,382.0,380.0,4,21,2020,00:00:00,confirmados_arsnorte,12806,"[41.55032, -8.42005]",41.55032,-8.42005
56,22-04-2020,2020-04-22 00:00:00,21982,603,1143,785,1146.0,207.0,30646.0,189.0,171.0,353.0,295.0,1437.0,1022.0,1777.0,1296.0,2302.0,1439.0,2303.0,1466.0,1401.0,1220.0,1025.0,936.0,2242.0,1108.0,454,175,138,1,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,15.0,22.0,45.0,68.0,93.0,295.0,233.0,395.0,390.0,4,22,2020,00:00:00,confirmados_arsnorte,13150,"[41.55032, -8.42005]",41.55032,-8.42005
57,23-04-2020,2020-04-23 00:00:00,22353,371,1201,820,1095.0,204.0,30342.0,189.0,171.0,362.0,297.0,1473.0,1058.0,1809.0,1321.0,2317.0,1468.0,2328.0,1490.0,1421.0,1236.0,1036.0,963.0,2279.0,1135.0,475,179,146,1,11,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,16.0,23.0,48.0,70.0,98.0,311.0,240.0,414.0,406.0,4,23,2020,00:00:00,confirmados_arsnorte,13382,"[41.55032, -8.42005]",41.55032,-8.42005
